 0.000000e+0	1.278000e-20
 1.360000e-3	1.830070e-20
 2.720000e-3	1.828840e-20
 4.080000e-3	2.047040e-20
 5.440000e-3	2.276020e-20
 6.800000e-3	2.535110e-20
 8.160000e-3	2.854170e-20
 9.520000e-3	3.151670e-20
 1.088000e-2	3.474800e-20
 1.225000e-2	3.822790e-20
 1.361000e-2	4.197030e-20
 1.497000e-2	4.605920e-20
 1.633000e-2	5.056520e-20
 1.769000e-2	5.555940e-20
 1.905000e-2	6.111400e-20
 2.041000e-2	6.729920e-20
 2.177000e-2	7.417840e-20
 2.313000e-2	8.182110e-20
 2.449000e-2	9.032370e-20
 2.585000e-2	9.980040e-20
 2.721000e-2	1.103960e-19
 2.857000e-2	1.222780e-19
 2.993000e-2	1.356510e-19
 3.129000e-2	1.507460e-19
 3.265000e-2	1.678350e-19
 3.401000e-2	1.872410e-19
 3.537000e-2	2.093360e-19
 3.674000e-2	2.345710e-19
 3.810000e-2	2.634930e-19
 3.946000e-2	2.967720e-19
 4.082000e-2	3.352320e-19
 4.218000e-2	3.798960e-19
 4.354000e-2	4.320400e-19
 4.490000e-2	4.932570e-19
 4.626000e-2	5.655540e-19
 4.762000e-2	6.514680e-19
 4.898000e-2	7.542240e-19
 5.034000e-2	8.779420e-19
 5.170000e-2	1.027900e-18
 5.306000e-2	1.210890e-18
 5.442000e-2	1.435610e-18
 5.578000e-2	1.713100e-18
 5.714000e-2	2.057080e-18
 5.850000e-2	2.483870e-18
 5.987000e-2	3.011190e-18
 6.123000e-2	3.654510e-18
 6.259000e-2	4.418730e-18
 6.395000e-2	5.283250e-18
 6.531000e-2	6.182050e-18
 6.667000e-2	6.991500e-18
 6.803000e-2	7.551470e-18
 6.939000e-2	7.732830e-18
 7.075000e-2	7.511020e-18
 7.211000e-2	6.976100e-18
 7.347000e-2	6.271590e-18
 7.483000e-2	5.525320e-18
 7.619000e-2	4.818680e-18
 7.755000e-2	4.189810e-18
 7.891000e-2	3.648820e-18
 8.027000e-2	3.191400e-18
 8.163000e-2	2.807430e-18
 8.299000e-2	2.485530e-18
 8.436000e-2	2.215050e-18
 8.572000e-2	1.986790e-18
 8.708000e-2	1.793110e-18
 8.844000e-2	1.627790e-18
 8.980000e-2	1.485820e-18
 9.116000e-2	1.363130e-18
 9.252000e-2	1.256490e-18
 9.388000e-2	1.163250e-18
 9.524000e-2	1.081290e-18
 9.660000e-2	1.008860e-18
 9.796000e-2	9.445430e-19
 9.932000e-2	8.871570e-19
 1.006800e-1	8.357340e-19
 1.020400e-1	7.894650e-19
 1.034000e-1	7.476730e-19
 1.047600e-1	7.097900e-19
 1.061200e-1	6.753320e-19
 1.074900e-1	6.438930e-19
 1.088500e-1	6.151210e-19
 1.102100e-1	5.887170e-19
 1.115700e-1	5.644220e-19
 1.129300e-1	5.420140e-19
 1.142900e-1	5.212960e-19
 1.156500e-1	5.020990e-19
 1.170100e-1	4.842730e-19
 1.183700e-1	4.676870e-19
 1.197300e-1	4.522240e-19
 1.210900e-1	4.377820e-19
 1.224500e-1	4.242670e-19
 1.238100e-1	4.116010e-19
 1.251700e-1	3.997080e-19
 1.265300e-1	3.885240e-19
 1.278900e-1	3.779900e-19
 1.292500e-1	3.680540e-19
 1.306100e-1	3.586690e-19
 1.319800e-1	3.497920e-19
 1.333400e-1	3.413860e-19
 1.347000e-1	3.334150e-19
 1.360600e-1	3.258500e-19
 1.496600e-1	2.673080e-19
 1.632700e-1	2.293120e-19
 1.768700e-1	2.028700e-19
 1.904800e-1	1.835470e-19
 2.040900e-1	1.688820e-19
 2.176900e-1	1.574170e-19
 2.313000e-1	1.482340e-19
 2.449000e-1	1.407320e-19
 2.585100e-1	1.344970e-19
 2.721100e-1	1.292440e-19
 2.857200e-1	1.247570e-19
 2.993300e-1	1.208890e-19
 3.129300e-1	1.175170e-19
 3.265400e-1	1.145550e-19
 3.401400e-1	1.119330e-19
 3.537500e-1	1.095970e-19
 3.673500e-1	1.075020e-19
 3.809600e-1	1.056130e-19
 3.945700e-1	1.039010e-19
 4.081700e-1	1.023420e-19
 5.442300e-1	9.200690e-20
 6.802800e-1	8.641640e-20
 8.163400e-1	8.279990e-20
 9.524000e-1	8.019190e-20
 1.088460e+0	7.818140e-20
 1.224510e+0	7.655280e-20
 1.360570e+0	7.519450e-20
 1.496630e+0	7.403150e-20
 1.632680e+0	7.301780e-20
 1.768740e+0	7.211720e-20
 1.904800e+0	7.130350e-20
 2.040850e+0	7.055070e-20
 2.176910e+0	6.983290e-20
 2.312970e+0	6.910590e-20
 2.449030e+0	6.809630e-20
 2.585080e+0	6.688950e-20
 2.721140e+0	6.593390e-20
 2.857200e+0	6.519520e-20
 2.993250e+0	6.462350e-20
 3.129310e+0	6.417760e-20
 3.265370e+0	6.382510e-20
 3.401420e+0	6.353990e-20
 3.537480e+0	6.329460e-20
 3.589180e+0	6.319490e-20
 3.591900e+0	6.319210e-20
 3.605510e+0	6.316120e-20
 3.619120e+0	6.313030e-20
 3.632720e+0	6.309960e-20
 3.646330e+0	6.306930e-20
 3.659930e+0	6.303940e-20
 3.673540e+0	6.300680e-20
 3.809600e+0	6.275300e-20
 3.945650e+0	6.256780e-20
 4.081710e+0	6.243890e-20
 4.217770e+0	6.235430e-20
