0.010012505	6.39E-20
0.013025811	5.72E-20
0.018268269	5.02E-20
0.024673497	4.62E-20
0.035921181	4.33E-20
0.050366782	4.13E-20
0.080015737	4.33E-20
0.102731976	4.99E-20
0.120813516	6.12E-20
0.130177844	7.17E-20
0.140268006	8.41E-20
0.157280398	4.26E-20
0.178233453	4.38E-20
0.209598467	5.43E-20
0.246451788	7.05E-20
0.265527506	8.57E-20
0.282386069	1.24E-19
0.292943931	1.69E-19
0.312309652	9.95E-20
0.320590022	6.54E-20
0.386659266	7.39E-20
0.427177624	8.74E-20
0.459787308	1.53E-19
0.49059253	6.61E-20
0.555710403	7.96E-20
0.613586174	1.17E-19
0.661950004	8.74E-20
0.713420776	9.42E-20
0.788819932	8.27E-20
0.904682581	1.03E-19
0.975546162	9.17E-20
1.064586973	1.01E-19
1.237394882	9.17E-20
1.671293157	8.36E-20
2.403337563	7.34E-20
4.014681028	7.27E-20
6.459100284	7.28E-20
9.17019112	7.08E-20
11.92697768	6.95E-20
16.10066054	7.71E-20
22.28401806	8.79E-20
29.72145417	8.23E-20
35.43225278	6.71E-20
43.3229498	4.93E-20
53.63521586	3.70E-20
67.24512652	2.67E-20
82.21007817	2.06E-20
104.3529178	1.57E-20
135.830614	1.15E-20
176.8034484	8.49E-21
221.6054804	6.79E-21
281.2794661	5.28E-21
343.8676127	4.11E-21
420.3610954	3.25E-21
494.8988718	2.65E-21
